Species,Latitude,Longitude
Chromolaena_odorata,10.0521445,77.0568695
Chromolaena_odorata,16.834609,74.634943
Chromolaena_odorata,11.4164752867,77.6757035404
Chromolaena_odorata,19.2724402797,73.1840350851
Chromolaena_odorata,18.5826388889,73.7843861111
Chromolaena_odorata,18.5499156028,73.8301592889
Chromolaena_odorata,11.4196946499,77.672437951
Chromolaena_odorata,11.9071361111,75.9995416667
Chromolaena_odorata,10.8161668611,76.5806503056
Chromolaena_odorata,12.9274223,77.6158363
Chromolaena_odorata,18.7607403778,73.4251287952
Chromolaena_odorata,12.8153014323,77.7795303427
Chromolaena_odorata,18.48638799,73.8331761
Chromolaena_odorata,9.3032333333,76.5868944444
Chromolaena_odorata,9.3032333333,76.5868944444
Chromolaena_odorata,9.3032333333,76.5868944444
Chromolaena_odorata,9.3035472222,76.5874472222
Chromolaena_odorata,9.3035472222,76.5874472222
Chromolaena_odorata,9.3035472222,76.5874472222
Chromolaena_odorata,9.2945583333,76.5874111111
Chromolaena_odorata,9.2947361111,76.5877777778
Chromolaena_odorata,12.7791738333,77.6070556389
Chromolaena_odorata,9.8049583333,76.3163361111
Chromolaena_odorata,9.8013555556,76.3146972222
Chromolaena_odorata,9.8013555556,76.3146972222
Chromolaena_odorata,9.8331055556,76.3018611111
Chromolaena_odorata,9.8331055556,76.3018611111
Chromolaena_odorata,19.27244,73.184035
Chromolaena_odorata,12.8893611021,77.4674357101
Chromolaena_odorata,13.02178639,77.57059843
Chromolaena_odorata,12.8997843653,77.4927183781
Chromolaena_odorata,9.8322944444,76.3032361111
Chromolaena_odorata,9.8322861111,76.3032361111
Chromolaena_odorata,9.8322861111,76.3032361111
Chromolaena_odorata,10.051086258,76.3387523675
Chromolaena_odorata,9.7487833333,76.2857416667
Chromolaena_odorata,10.356735,76.87729
Chromolaena_odorata,12.1281766667,75.5672454722
Chromolaena_odorata,8.8394012554,77.0336230703
Chromolaena_odorata,11.53602,77.25974
Chromolaena_odorata,8.8431333183,77.0325165242
Chromolaena_odorata,9.9160972222,76.3185166667
Chromolaena_odorata,9.9161388889,76.3184944444
Chromolaena_odorata,9.9170944444,76.3194027778
Chromolaena_odorata,8.8406350873,77.0358469502
Chromolaena_odorata,9.7954277778,76.3562444444
Chromolaena_odorata,9.7954277778,76.3562444444
Chromolaena_odorata,9.7954277778,76.3562444444
Chromolaena_odorata,9.8049777778,76.3534166667
Chromolaena_odorata,9.816925,76.3624611111
Chromolaena_odorata,9.8153138889,76.3602361111
Chromolaena_odorata,9.810125,76.355275
Chromolaena_odorata,9.7905833333,76.3032472222
Chromolaena_odorata,9.7946888889,76.3081361111
Chromolaena_odorata,9.7946888889,76.3081361111
Chromolaena_odorata,9.7946888889,76.3081361111
Chromolaena_odorata,9.7970333333,76.3089083333
Chromolaena_odorata,9.6042224098,76.4835019054
Chromolaena_odorata,10.8322446737,76.6818964636
Chromolaena_odorata,9.7904416667,76.3046555556
Chromolaena_odorata,11.8596305556,75.3743222222
Chromolaena_odorata,9.0124165731,76.6642990047
Chromolaena_odorata,12.0382083333,75.2914694444
Chromolaena_odorata,11.8387418611,76.0864415583
Chromolaena_odorata,12.0384194444,75.2889166667
Chromolaena_odorata,12.0336444444,75.2517333333
Chromolaena_odorata,9.1733601887,76.739152719
Chromolaena_odorata,12.0323463274,75.2566564456
Chromolaena_odorata,10.1722861111,76.5995111111
Chromolaena_odorata,12.9717019904,77.5437080115
Chromolaena_odorata,10.1721416667,76.59735
Chromolaena_odorata,10.1723805556,76.5964055556
Chromolaena_odorata,10.1723805556,76.5964055556
Chromolaena_odorata,10.1723805556,76.5964055556
Chromolaena_odorata,10.172125,76.5941166667
Chromolaena_odorata,10.172125,76.5941166667
Chromolaena_odorata,10.172125,76.5941166667
Chromolaena_odorata,10.172125,76.5941166667
Chromolaena_odorata,10.172125,76.5941166667
Chromolaena_odorata,10.172125,76.5941166667
Chromolaena_odorata,9.3952378234,76.584890798
Chromolaena_odorata,10.1681083333,76.5927527778
Chromolaena_odorata,10.1681083333,76.5927527778
Chromolaena_odorata,10.1681083333,76.5927527778
Chromolaena_odorata,10.1869388889,76.5421388889
Chromolaena_odorata,10.1869388889,76.5421388889
