Species,Latitude,Longitude
Cestrum_aurantiacum,11.3354252775,76.5910660844
Cestrum_aurantiacum,11.4689444444,76.6039083333
Cestrum_aurantiacum,11.3206279997,76.6237644997
Cestrum_aurantiacum,11.48571395,76.79454966
Cestrum_aurantiacum,11.433111,76.698553
Cestrum_aurantiacum,10.2312882064,77.4895041995
Cestrum_aurantiacum,11.485714,76.79455
Cestrum_aurantiacum,11.320628,76.623764
Cestrum_aurantiacum,11.433111,76.698553
Cestrum_aurantiacum,11.406414,76.693245
